"id","reference","CellID","ItClust","Seurat","SingleCellNet","SingleR"
"11290","X789066","BoneMarrow",1,1,0.2,1,0.9
"11291","X789091","BoneMarrow",1,0,1,1,1
"11292","X789160","BoneMarrow",0,1,0.6,1,0
"11293","X789219","BoneMarrow",1,1,1,1,1
"11294","X78922","BoneMarrow",1,1,1,1,1
"11295","X789281","BoneMarrow",1,1,1,1,1
"11296","X789502","BoneMarrow",1,1,0.6,0.9,1
"11297","X789541","BoneMarrow",1,0,1,1,1
"11298","X789564","BoneMarrow",1,1,1,1,1
"11299","X78958","BoneMarrow",1,0,1,1,1
"11300","X789598","BoneMarrow",0,0,0.9,0,0.6
"11301","X789633","BoneMarrow",1,0,0.9,1,0.8
"11302","X789639","BoneMarrow",1,1,1,1,1
"11303","X789666","BoneMarrow",0,1,1,1,1
"11304","X789721","BoneMarrow",0,1,1,1,1
"11305","X789762","BoneMarrow",1,0,1,1,1
"11306","X789852","BoneMarrow",1,0,1,1,1
"11307","X78988","BoneMarrow",1,1,1,1,1
"11308","X789947","BoneMarrow",0,0,1,1,1
"11309","X790057","BoneMarrow",1,1,1,1,1
"11310","X790134","BoneMarrow",0,0,1,1,1
"11311","X790147","BoneMarrow",1,0,1,1,1
"11312","X790166","BoneMarrow",1,0,1,1,1
"11313","X790230","BoneMarrow",0.6,0,1,1,1
"11314","X790231","BoneMarrow",1,0,1,1,1
"11315","X790236","BoneMarrow",1,1,1,1,1
"11316","X790348","BoneMarrow",1,1,1,1,1
"11317","X790468","BoneMarrow",1,0,1,0.4,1
"11318","X790492","BoneMarrow",1,0,1,1,1
"11319","X790511","BoneMarrow",1,1,1,1,1
"11320","X790522","BoneMarrow",0.7,0,0,0,0
"11321","X790607","BoneMarrow",0.85,0,1,1,0.3
"11322","X790744","BoneMarrow",1,1,1,0.8,1
"11323","X790798","BoneMarrow",1,0,1,1,1
"11324","X790867","BoneMarrow",1,1,1,1,1
"11325","X790897","BoneMarrow",0.9,1,1,1,1
"11326","X790996","BoneMarrow",1,0,1,1,0.8
"11327","X791000","BoneMarrow",1,0,1,1,1
"11328","X791053","BoneMarrow",0.45,0,1,1,1
"11329","X791069","BoneMarrow",1,1,0.2,0,0
"11330","X791080","BoneMarrow",1,0,1,1,1
"11331","X791179","BoneMarrow",0.8,0.8,0.9,1,1
"11332","X791358","BoneMarrow",0.75,1,0.6,1,1
"11333","X791505","BoneMarrow",1,0,1,1,1
"11334","X791525","BoneMarrow",0,1,1,1,1
"11335","X791731","BoneMarrow",1,0,1,1,1
"11336","X791774","BoneMarrow",0,0,0.4,0.3,0
"11337","X791777","BoneMarrow",1,0,1,1,1
"11338","X791823","BoneMarrow",1,1,1,1,1
"11339","X791884","BoneMarrow",0,0,1,1,1
"11340","X791901","BoneMarrow",1,0,1,1,1
"11341","X791980","BoneMarrow",0,1,1,1,1
"11342","X792015","BoneMarrow",0,0,1,1,1
"11343","X792042","BoneMarrow",1,0,1,1,1
"11344","X792116","BoneMarrow",1,1,1,1,1
"11345","X792254","BoneMarrow",1,1,1,1,1
"11346","X792356","BoneMarrow",0,0.9,0,1,0
"11347","X792362","BoneMarrow",0,0,1,1,1
"11348","X792401","BoneMarrow",0.4,1,1,1,1
"11349","X792418","BoneMarrow",1,0,1,1,1
"11350","X792443","BoneMarrow",0,1,1,1,0.9
"11351","X792542","BoneMarrow",0,0,1,1,1
"11352","X79256","BoneMarrow",1,1,1,1,1
"11353","X792563","BoneMarrow",1,1,1,1,1
"11354","X792604","BoneMarrow",0.1,0,0.8,1,0.2
"11355","X792638","BoneMarrow",0,0,1,1,1
"11356","X792710","BoneMarrow",0,0,1,1,1
"11357","X792743","BoneMarrow",0,0,1,1,1
"11358","X792839","BoneMarrow",1,1,1,1,1
"11359","X792861","BoneMarrow",1,0,1,1,1
"11360","X793075","BoneMarrow",0.75,0,1,1,1
"11361","X79313","BoneMarrow",1,0,1,1,1
"11362","X793227","BoneMarrow",0,0,1,1,0.7
"11363","X793228","BoneMarrow",0.6,1,1,1,1
"11364","X793230","BoneMarrow",0.7,1,1,1,1
"11365","X793362","BoneMarrow",0,0,1,1,0.8
"11366","X793463","BoneMarrow",1,0,1,1,1
"11367","X793502","BoneMarrow",1,0,1,0.6,1
"11368","X793544","BoneMarrow",0.4,1,1,1,1
"11369","X793553","BoneMarrow",0.8,0,1,0.6,1
"11370","X793641","BoneMarrow",0.75,0,1,1,1
"11371","X793704","BoneMarrow",1,1,1,1,1
"11372","X793889","BoneMarrow",0,0,1,1,1
"11373","X793919","BoneMarrow",0.8,1,1,1,1
"11374","X79393","BoneMarrow",1,0,1,1,1
"11375","X793998","BoneMarrow",0.25,0,1,1,1
"11376","X794017","BoneMarrow",0,1,1,1,1
"11377","X794026","BoneMarrow",1,1,1,1,1
"11378","X794057","BoneMarrow",0,0,1,1,1
"11379","X794075","BoneMarrow",0.3,0,1,1,1
"11380","X79412","BoneMarrow",0,0,1,1,1
"11381","X794155","BoneMarrow",0,1,1,1,1
"11382","X794156","BoneMarrow",1,1,1,1,1
"11383","X794274","BoneMarrow",0.4,0,0.9,1,0.7
"11384","X79428","BoneMarrow",0,0,1,1,1
"11385","X7944","BoneMarrow",1,1,1,1,1
"11386","X794421","BoneMarrow",0,0.5,1,1,0.9
"11387","X794455","BoneMarrow",1,0,1,1,1
"11388","X79447","BoneMarrow",1,1,1,1,1
"11389","X794629","BoneMarrow",1,0,1,1,1
"11390","X794689","BoneMarrow",0,0,1,0,0.6
"11391","X794845","BoneMarrow",1,1,1,1,1
"11392","X794856","BoneMarrow",1,1,1,1,1
"11393","X794923","BoneMarrow",0,1,0.2,0.1,0
"11394","X795026","BoneMarrow",0,0,1,1,1
"11395","X795153","BoneMarrow",1,1,1,1,1
"11396","X795159","BoneMarrow",1,1,1,1,1
"11397","X79518","BoneMarrow",1,1,1,1,1
"11398","X795190","BoneMarrow",0,1,1,1,1
"11399","X795193","BoneMarrow",1,0,1,1,1
"11400","X795293","BoneMarrow",1,1,1,1,1
"11401","X795408","BoneMarrow",0.8,0,1,1,1
"11402","X795467","BoneMarrow",0.8,1,1,1,1
"11403","X795516","BoneMarrow",0,1,1,1,1
"11404","X795557","BoneMarrow",1,1,1,1,0.9
"11405","X795602","BoneMarrow",0,0,1,1,1
"11406","X7957","BoneMarrow",0,1,1,0,0.5
"11407","X795734","BoneMarrow",0,0,0.8,0,0
"11408","X795777","BoneMarrow",1,1,1,1,1
"11409","X795781","BoneMarrow",1,0,1,1,1
"11410","X795783","BoneMarrow",0,1,1,1,1
"11411","X795807","BoneMarrow",0,0,1,1,1
"11412","X795911","BoneMarrow",0,0,1,1,1
"11413","X795967","BoneMarrow",1,1,1,1,1
"11414","X796077","BoneMarrow",0,0.8,1,1,1
"11415","X796174","BoneMarrow",0,1,0,0,0
"11416","X796199","BoneMarrow",0,0,1,1,1
"11417","X796248","BoneMarrow",1,1,1,1,1
"11418","X796256","BoneMarrow",0,0,1,1,1
"11419","X796259","BoneMarrow",1,0,1,1,0.8
"11420","X796279","BoneMarrow",0.5,0,1,1,1
"11421","X796295","BoneMarrow",0,1,1,1,1
"11422","X796344","BoneMarrow",0,1,1,1,1
"11423","X796351","BoneMarrow",1,1,1,1,1
"11424","X796369","BoneMarrow",1,1,1,1,1
"11425","X796478","BoneMarrow",1,1,1,1,1
"11426","X796524","BoneMarrow",0.25,0,1,1,1
"11427","X796700","BoneMarrow",0.6,0,1,1,1
"11428","X796882","BoneMarrow",0,0,0.9,0.5,0
"11429","X796986","BoneMarrow",1,1,1,1,1
"11430","X797034","BoneMarrow",1,0,1,1,0.8
"11431","X797107","BoneMarrow",0,0,1,0.3,0.8
"11432","X79714","BoneMarrow",0,0,1,1,1
"11433","X797189","BoneMarrow",1,1,1,1,1
"11434","X797212","BoneMarrow",0,0,1,1,1
"11435","X797233","BoneMarrow",0,0,0,0,0
"11436","X797308","BoneMarrow",1,1,1,1,1
"11437","X797313","BoneMarrow",1,1,1,1,1
"11438","X797415","BoneMarrow",0,1,1,1,1
"11439","X797626","BoneMarrow",1,1,1,1,1
"11440","X797688","BoneMarrow",0,0,1,1,1
"11441","X797879","BoneMarrow",1,0,1,1,1
"11442","X797905","BoneMarrow",1,1,1,1,1
"11443","X797952","BoneMarrow",0,0,0.3,0.1,0
"11444","X797962","BoneMarrow",0,1,1,1,1
"11445","X79819","BoneMarrow",0,0,1,1,1
"11446","X79828","BoneMarrow",1,1,1,1,1
"11447","X798337","BoneMarrow",0,0,1,1,1
"11448","X798339","BoneMarrow",0.2,1,1,1,1
"11449","X798500","BoneMarrow",0,0,1,1,1
"11450","X798522","BoneMarrow",1,1,1,1,1
"11451","X798574","BoneMarrow",0,0,1,1,1
"11452","X798646","BoneMarrow",0,0,1,1,1
"11453","X798671","BoneMarrow",1,1,1,1,1
"11454","X798706","BoneMarrow",0.9,1,1,1,1
"11455","X799039","BoneMarrow",1,1,1,1,1
"11456","X799053","BoneMarrow",1,1,1,1,0.7
"11457","X799054","BoneMarrow",0,1,1,1,1
"11458","X79910","BoneMarrow",0.85,0,0.9,1,1
"11459","X799144","BoneMarrow",0,1,1,1,1
"11460","X799202","BoneMarrow",1,1,1,1,1
"11461","X799233","BoneMarrow",1,1,1,1,1
"11462","X799306","BoneMarrow",0,0,1,1,1
"11463","X79933","BoneMarrow",0.7,1,1,1,1
"11464","X799450","BoneMarrow",0,0,1,0.9,1
"11465","X799467","BoneMarrow",0,0,1,1,0.9
"11466","X799495","BoneMarrow",1,1,1,1,1
"11467","X799585","BoneMarrow",0.7,0,1,0,0
"11468","X799588","BoneMarrow",0,1,1,1,1
"11469","X799591","BoneMarrow",0.05,0,1,1,1
"11470","X799696","BoneMarrow",0.1,1,1,0.8,1
"11471","X799735","BoneMarrow",0,0,1,1,1
"11472","X799896","BoneMarrow",0.7,0,1,1,1
"11473","X800015","BoneMarrow",1,1,1,1,1
"11474","X800021","BoneMarrow",1,1,1,1,1
"11475","X800026","BoneMarrow",1,1,1,1,1
"11476","X80006","BoneMarrow",1,0,1,1,1
"11477","X800065","BoneMarrow",0,0,0.6,1,1
"11478","X800163","BoneMarrow",0.2,1,1,1,1
"11479","X800294","BoneMarrow",1,1,1,1,1
"11480","X800324","BoneMarrow",1,0,0,0,0
"11481","X800342","BoneMarrow",1,1,1,1,1
"11482","X800455","BoneMarrow",0,0,0,0.1,0
"11483","X800474","BoneMarrow",0,0,0.7,0,0
"11484","X800570","BoneMarrow",1,1,1,1,1
"11485","X800613","BoneMarrow",0.9,0,1,1,1
"11486","X800620","BoneMarrow",0,0,0.9,1,1
"11487","X800720","BoneMarrow",0,1,0.9,1,0.8
"11488","X800836","BoneMarrow",0.25,1,1,1,1
"11489","X800841","BoneMarrow",1,1,0.5,1,0.4
"11490","X800861","BoneMarrow",0.65,1,1,1,1
"11491","X800890","BoneMarrow",1,0,1,1,1
"11492","X800995","BoneMarrow",0.05,0,1,0.5,0
"11493","X801013","BoneMarrow",0,0,0,1,1
"11494","X801196","BoneMarrow",0,0,1,1,1
"11495","X80124","BoneMarrow",0,1,1,1,1
"11496","X801262","BoneMarrow",1,1,1,1,1
"11497","X801283","BoneMarrow",0,1,1,1,1
"11498","X801322","BoneMarrow",0.8,0,1,1,0.7
"11499","X801343","BoneMarrow",0,0,1,1,1
"11500","X801428","BoneMarrow",1,0.9,1,1,1
"11501","X801555","BoneMarrow",1,1,1,1,1
"11502","X801563","BoneMarrow",1,0,1,1,1
"11503","X801729","BoneMarrow",0,0,1,1,1
"11504","X801760","BoneMarrow",1,0.4,0.4,1,0.8
"11505","X80177","BoneMarrow",0,0,1,1,1
"11506","X801900","BoneMarrow",0.9,1,1,1,1
"11507","X801985","BoneMarrow",0,0,1,0.9,0.1
"11508","X802054","BoneMarrow",0.7,0.9,1,0.1,1
"11509","X802074","BoneMarrow",1,0,1,1,1
"11510","X802196","BoneMarrow",0,0,0.9,0.9,0.8
"11511","X802211","BoneMarrow",0,0,0.7,1,1
"11512","X802243","BoneMarrow",1,1,0.1,0.1,0
"11513","X802281","BoneMarrow",1,0,1,1,1
"11514","X802284","BoneMarrow",1,1,1,1,1
"11515","X802313","BoneMarrow",0.9,1,1,1,1
"11516","X802417","BoneMarrow",0,0,0,0,0
"11517","X802622","BoneMarrow",0,0.1,1,1,0
"11518","X802693","BoneMarrow",0,0,1,1,1
"11519","X802715","BoneMarrow",1,0,1,1,1
"11520","X80273","BoneMarrow",0.9,1,1,1,1
"11521","X802743","BoneMarrow",0,1,1,1,1
"11522","X802757","BoneMarrow",0,0,1,1,0.3
"11523","X802773","BoneMarrow",0,0,0.9,1,1
"11524","X802777","BoneMarrow",1,1,1,1,1
"11525","X802826","BoneMarrow",1,1,1,1,1
"11526","X802833","BoneMarrow",0,0,1,1,1
"11527","X802863","BoneMarrow",1,1,0.9,1,1
"11528","X802890","BoneMarrow",0,0,0.8,1,1
"11529","X802894","BoneMarrow",1,0,1,1,1
"11530","X802951","BoneMarrow",0,1,1,1,0.7
"11531","X802956","BoneMarrow",1,0,1,1,1
"11532","X802966","BoneMarrow",1,1,1,1,1
"11533","X8030","BoneMarrow",1,0,1,1,0.9
"11534","X803074","BoneMarrow",1,1,1,1,1
"11535","X803090","BoneMarrow",1,1,1,1,1
"11536","X8031","BoneMarrow",1,0,1,1,1
"11537","X803369","BoneMarrow",1,1,1,1,1
"11538","X803419","BoneMarrow",1,1,1,1,1
"11539","X803506","BoneMarrow",0.8,1,1,1,1
"11540","X803572","BoneMarrow",0,0,0,0.1,0.5
"11541","X803578","BoneMarrow",1,0.9,0.3,1,1
"11542","X803583","BoneMarrow",0,1,0.8,1,0.2
"11543","X803595","BoneMarrow",1,1,1,1,1
"11544","X803631","BoneMarrow",1,0,0.9,1,1
"11545","X803802","BoneMarrow",1,1,1,1,1
"11546","X803820","BoneMarrow",1,1,1,1,1
"11547","X803826","BoneMarrow",0.45,0,1,1,1
"11548","X803830","BoneMarrow",1,1,1,1,1
"11549","X803933","BoneMarrow",0,0.8,1,0.4,1
"11550","X803947","BoneMarrow",0,1,1,1,1
"11551","X80409","BoneMarrow",0,1,1,1,1
"11552","X804215","BoneMarrow",1,1,1,1,1
"11553","X804321","BoneMarrow",0,1,1,1,0.1
"11554","X804369","BoneMarrow",1,1,1,1,1
"11555","X804472","BoneMarrow",0,0,0,0,0
"11556","X804494","BoneMarrow",0,1,1,0.9,0.8
"11557","X804556","BoneMarrow",1,1,1,1,1
"11558","X804571","BoneMarrow",0,1,1,1,1
"11559","X804576","BoneMarrow",0,0,1,0,0.8
"11560","X804636","BoneMarrow",0.6,0,1,1,1
"11561","X804787","BoneMarrow",1,0,1,1,1
"11562","X804902","BoneMarrow",1,1,1,1,1
"11563","X804947","BoneMarrow",1,0,1,1,1
"11564","X805074","BoneMarrow",0,0,1,1,1
"11565","X805159","BoneMarrow",0,1,1,1,1
"11566","X805256","BoneMarrow",0,1,0.6,0.8,0
"11567","X805288","BoneMarrow",1,0,1,1,1
"11568","X805294","BoneMarrow",0,1,1,1,1
"11569","X805318","BoneMarrow",1,0,1,1,1
"11570","X805370","BoneMarrow",1,0,1,1,1
"11571","X805384","BoneMarrow",1,0,1,1,1
"11572","X805395","BoneMarrow",1,1,1,1,1
"11573","X8054","BoneMarrow",1,1,0,0,0.4
"11574","X805416","BoneMarrow",1,1,1,1,1
"11575","X805558","BoneMarrow",1,1,1,1,1
"11576","X805560","BoneMarrow",0.95,0.8,1,0.9,0
"11577","X805599","BoneMarrow",0.95,0,1,0,1
"11578","X805687","BoneMarrow",1,0,1,1,1
"11579","X805777","BoneMarrow",1,1,1,1,1
"11580","X805779","BoneMarrow",0,0,0.9,1,0
"11581","X805820","BoneMarrow",1,0,1,1,1
"11582","X805882","BoneMarrow",0,0,1,1,1
"11583","X806037","BoneMarrow",1,1,1,1,1
"11584","X806071","BoneMarrow",0.15,0.7,1,1,0
"11585","X806100","BoneMarrow",0,0.9,0.8,1,0
"11586","X806171","BoneMarrow",0,1,1,1,1
"11587","X806191","BoneMarrow",0.6,0,1,0.9,0.9
"11588","X806233","BoneMarrow",1,1,1,1,1
"11589","X806270","BoneMarrow",0.6,1,1,1,1
"11590","X806295","BoneMarrow",1,0.9,1,1,1
"11591","X806324","BoneMarrow",1,1,1,1,1
"11592","X806383","BoneMarrow",0,1,1,1,1
"11593","X806421","BoneMarrow",0,0,0.1,1,1
"11594","X80646","BoneMarrow",0,0,1,1,1
"11595","X806477","BoneMarrow",0,1,0.8,1,0
"11596","X806578","BoneMarrow",1,0,1,1,1
"11597","X806629","BoneMarrow",0,0,1,1,1
"11598","X806663","BoneMarrow",1,0,1,1,1
"11599","X806672","BoneMarrow",1,0,1,1,1
"11600","X806741","BoneMarrow",0,0,1,1,1
"11601","X806788","BoneMarrow",1,0,1,1,1
"11602","X806848","BoneMarrow",1,0,1,1,1
"11603","X80691","BoneMarrow",0.2,1,1,0.9,1
"11604","X806937","BoneMarrow",1,0,1,1,1
"11605","X806953","BoneMarrow",1,1,1,1,1
"11606","X80696","BoneMarrow",0,0,1,1,1
"11607","X806962","BoneMarrow",1,1,0.4,1,0
"11608","X807089","BoneMarrow",1,0,1,1,1
"11609","X807226","BoneMarrow",0,0,1,1,1
"11610","X807272","BoneMarrow",0.3,1,1,1,0.1
"11611","X807305","BoneMarrow",1,1,1,1,1
"11612","X807425","BoneMarrow",0,1,1,1,0.9
"11613","X807435","BoneMarrow",1,0.9,0.9,1,1
"11614","X807461","BoneMarrow",0,0,0,0,0
"11615","X807462","BoneMarrow",0,1,0.8,1,0
"11616","X807526","BoneMarrow",1,1,1,1,1
"11617","X807547","BoneMarrow",1,1,1,1,1
"11618","X807665","BoneMarrow",0.75,1,0.8,1,0
"11619","X807871","BoneMarrow",0,0,0.3,0,0
"11620","X807876","BoneMarrow",1,0,1,1,1
"11621","X807889","BoneMarrow",0.95,0,1,1,1
"11622","X807917","BoneMarrow",1,0,1,1,1
"11623","X807987","BoneMarrow",0,1,1,1,1
"11624","X808","BoneMarrow",1,0,1,1,1
"11625","X80800","BoneMarrow",0,0.5,1,1,0.2
"11626","X808008","BoneMarrow",1,1,0,1,1
"11627","X808010","BoneMarrow",1,0,1,1,1
"11628","X808071","BoneMarrow",1,1,1,1,1
"11629","X808098","BoneMarrow",1,1,1,1,1
"11630","X808114","BoneMarrow",1,0,1,1,1
"11631","X808187","BoneMarrow",1,0,1,1,1
"11632","X80819","BoneMarrow",0,0,1,1,0
"11633","X808199","BoneMarrow",1,1,1,1,1
"11634","X808311","BoneMarrow",1,1,1,1,1
"11635","X808316","BoneMarrow",0,0,1,1,1
"11636","X808350","BoneMarrow",0.9,0.1,1,1,1
"11637","X808353","BoneMarrow",1,0,1,1,1
"11638","X808460","BoneMarrow",0,1,1,1,0.5
"11639","X808495","BoneMarrow",0.2,0,1,0,1
"11640","X808497","BoneMarrow",1,0,1,1,1
"11641","X808591","BoneMarrow",0,0,1,1,1
"11642","X808647","BoneMarrow",1,0,1,1,1
"11643","X80898","BoneMarrow",1,1,0.8,1,1
"11644","X80908","BoneMarrow",1,1,1,0,1
"11645","X809112","BoneMarrow",0,0,1,1,1
"11646","X80927","BoneMarrow",0,1,1,0.9,1
"11647","X809397","BoneMarrow",0,0.2,0.1,0,0
"11648","X809430","BoneMarrow",0,0,1,1,1
"11649","X809466","BoneMarrow",0,0,0.3,1,0
"11650","X809511","BoneMarrow",1,0,0.9,1,0.8
"11651","X809542","BoneMarrow",0.85,1,1,1,1
"11652","X809566","BoneMarrow",0.95,1,1,1,1
"11653","X809572","BoneMarrow",1,1,1,1,1
"11654","X809718","BoneMarrow",1,1,1,1,1
"11655","X809795","BoneMarrow",0,1,1,1,1
"11656","X809866","BoneMarrow",1,0,1,1,1
"11657","X809945","BoneMarrow",0.3,1,1,1,1
"11658","X81009","BoneMarrow",1,0,1,1,1
"11659","X810130","BoneMarrow",1,1,1,1,1
"11660","X81032","BoneMarrow",1,1,1,1,1
"11661","X810385","BoneMarrow",0.8,0,1,1,1
"11662","X810394","BoneMarrow",0,0,0.5,0.6,0
"11663","X810471","BoneMarrow",0.95,0,1,1,1
"11664","X810514","BoneMarrow",1,0,1,1,1
"11665","X81063","BoneMarrow",0,0,1,1,0.9
"11666","X810756","BoneMarrow",1,1,1,1,1
"11667","X810810","BoneMarrow",1,0,1,1,1
"11668","X810814","BoneMarrow",0,1,1,1,1
"11669","X810979","BoneMarrow",1,1,1,1,1
"11670","X810985","BoneMarrow",0,1,0,1,0
"11671","X811018","BoneMarrow",1,0,1,1,1
"11672","X811187","BoneMarrow",0,1,1,1,1
"11673","X811230","BoneMarrow",0,0,1,1,1
"11674","X811238","BoneMarrow",0,1,1,1,1
"11675","X811339","BoneMarrow",1,0,1,1,1
"11676","X811340","BoneMarrow",0,0,0,0,0
"11677","X811480","BoneMarrow",1,1,1,1,1
"11678","X811581","BoneMarrow",0.9,0,1,1,1
"11679","X811671","BoneMarrow",0.7,0,1,1,1
"11680","X811740","BoneMarrow",0,0,1,1,1
"11681","X811801","BoneMarrow",1,NA,1,0.9,1
"11682","X811817","BoneMarrow",0.6,0,1,1,0.8
"11683","X812005","BoneMarrow",0.1,0,1,1,1
"11684","X812028","BoneMarrow",0,1,1,1,1
"11685","X812099","BoneMarrow",0,0,0.9,1,1
"11686","X812151","BoneMarrow",0.75,1,1,1,1
"11687","X812234","BoneMarrow",0.1,0,1,1,1
"11688","X812286","BoneMarrow",1,1,1,1,1
"11689","X812298","BoneMarrow",0,1,0.8,1,1
"11690","X812488","BoneMarrow",0,0,1,1,1
"11691","X812552","BoneMarrow",1,1,1,1,1
"11692","X812699","BoneMarrow",0.7,0,1,1,0.8
"11693","X81270","BoneMarrow",1,0,1,1,1
"11694","X812711","BoneMarrow",0,1,1,1,1
"11695","X812715","BoneMarrow",1,1,1,1,1
"11696","X812745","BoneMarrow",0.9,1,1,1,1
"11697","X812819","BoneMarrow",0,1,1,1,1
"11698","X812854","BoneMarrow",1,1,1,1,1
"11699","X812922","BoneMarrow",0,0,1,1,1
"11700","X812946","BoneMarrow",0,0,1,1,0.9
"11701","X812993","BoneMarrow",1,0,1,1,1
"11702","X813014","BoneMarrow",0.1,0,1,1,1
"11703","X813094","BoneMarrow",1,1,1,1,1
"11704","X813228","BoneMarrow",0,0,1,1,1
"11705","X813254","BoneMarrow",1,0,1,1,1
"11706","X813339","BoneMarrow",1,1,1,1,1
"11707","X813349","BoneMarrow",1,1,1,1,1
"11708","X81336","BoneMarrow",1,1,1,1,1
"11709","X81340","BoneMarrow",0.3,1,1,1,1
"11710","X813414","BoneMarrow",1,0,1,1,1
"11711","X813416","BoneMarrow",0.15,0,1,1,1
"11712","X813535","BoneMarrow",0,0,1,1,1
"11713","X813601","BoneMarrow",0.25,1,1,1,1
"11714","X813707","BoneMarrow",0,0,1,1,1
"11715","X813735","BoneMarrow",0,0,1,1,0.8
"11716","X813742","BoneMarrow",0,0,1,1,1
"11717","X813769","BoneMarrow",1,1,1,1,1
"11718","X813814","BoneMarrow",1,1,1,1,1
"11719","X813975","BoneMarrow",1,1,1,0.6,1
"11720","X814027","BoneMarrow",0.6,1,1,1,1
"11721","X814051","BoneMarrow",0,0,1,1,1
"11722","X814139","BoneMarrow",0,1,1,0.5,1
"11723","X814173","BoneMarrow",0.1,0,1,1,1
"11724","X814400","BoneMarrow",1,0,1,1,1
"11725","X814425","BoneMarrow",0,1,1,1,1
"11726","X814517","BoneMarrow",0,0.8,0.1,0.6,1
"11727","X81459","BoneMarrow",1,1,1,1,1
"11728","X814644","BoneMarrow",1,1,1,1,1
"11729","X814683","BoneMarrow",1,1,1,1,1
"11730","X814695","BoneMarrow",0,1,0.9,1,0.1
"11731","X814726","BoneMarrow",0,0.9,1,0.6,1
"11732","X8148","BoneMarrow",0,1,1,1,1
"11733","X814855","BoneMarrow",1,0,0.9,0.8,1
"11734","X81492","BoneMarrow",0,0,0,0,0
"11735","X815023","BoneMarrow",1,0,1,1,1
"11736","X815128","BoneMarrow",0,0,1,1,0.5
"11737","X81529","BoneMarrow",0,0,1,0,0
"11738","X81531","BoneMarrow",1,0,1,0.4,1
"11739","X815347","BoneMarrow",0,0,0,0,0
"11740","X815495","BoneMarrow",0,0,1,1,1
"11741","X815542","BoneMarrow",1,1,0,1,0.9
"11742","X815550","BoneMarrow",1,1,1,1,1
"11743","X8157","BoneMarrow",0,0.9,1,1,0
"11744","X815717","BoneMarrow",0,0,0.6,1,0
"11745","X815791","BoneMarrow",0,0.1,1,0.2,1
"11746","X81582","BoneMarrow",0,1,1,1,1
"11747","X815930","BoneMarrow",0,0,1,1,1
"11748","X815932","BoneMarrow",0,0.6,1,1,0
"11749","X815961","BoneMarrow",0,0,1,1,1
"11750","X816390","BoneMarrow",0,0,0.7,0,0
"11751","X816400","BoneMarrow",0,0,0.9,1,1
"11752","X816463","BoneMarrow",0,0,1,1,1
"11753","X816491","BoneMarrow",0,0,1,1,1
"11754","X816700","BoneMarrow",1,0,1,1,1
"11755","X816748","BoneMarrow",1,1,1,1,1
"11756","X816765","BoneMarrow",0,0,1,1,1
"11757","X816770","BoneMarrow",0.05,0.4,1,1,1
"11758","X81681","BoneMarrow",1,0.5,1,0.9,1
"11759","X816832","BoneMarrow",0,0,1,1,1
"11760","X817014","BoneMarrow",0,0.5,0.7,0.7,1
"11761","X81712","BoneMarrow",1,0.9,0.8,1,1
"11762","X817141","BoneMarrow",0,0,1,1,1
"11763","X817151","BoneMarrow",0,0.4,1,1,1
"11764","X817160","BoneMarrow",0.45,0,1,1,1
"11765","X817222","BoneMarrow",0,0,0.8,1,0
"11766","X817245","BoneMarrow",1,0,1,1,1
"11767","X817256","BoneMarrow",1,1,1,1,1
"11768","X817268","BoneMarrow",0,0,0.8,0.7,0
"11769","X81734","BoneMarrow",0.9,0,1,1,1
"11770","X817502","BoneMarrow",0,0.1,1,0.7,0.5
"11771","X81753","BoneMarrow",1,1,1,1,1
"11772","X817576","BoneMarrow",0,0,1,1,1
"11773","X81758","BoneMarrow",0.3,1,1,1,1
"11774","X817712","BoneMarrow",0.55,0,0.1,0,0.4
"11775","X817728","BoneMarrow",1,0.9,0,1,1
"11776","X817857","BoneMarrow",0,0,1,1,1
"11777","X817885","BoneMarrow",0.1,0,1,1,1
"11778","X817895","BoneMarrow",0.1,0,1,1,0.7
"11779","X817955","BoneMarrow",0,0,1,1,1
"11780","X81798","BoneMarrow",0.6,1,1,1,1
"11781","X818156","BoneMarrow",0,1,1,1,1
"11782","X818444","BoneMarrow",1,1,1,1,1
"11783","X818510","BoneMarrow",0.6,0,1,1,1
"11784","X818526","BoneMarrow",0,0,1,1,1
"11785","X818549","BoneMarrow",0,0.9,1,1,1
"11786","X818584","BoneMarrow",0,0,1,1,1
"11787","X818598","BoneMarrow",0,0,1,1,1
"11788","X818603","BoneMarrow",0,0,1,1,1
"11789","X818625","BoneMarrow",0,1,1,1,1
"11790","X818657","BoneMarrow",1,1,1,1,1
"11791","X818681","BoneMarrow",0,0,1,1,1
"11792","X818758","BoneMarrow",0,0,1,1,1
"11793","X818764","BoneMarrow",0,0,1,0.8,0.6
"11794","X818845","BoneMarrow",0,0,1,1,0
"11795","X818873","BoneMarrow",0,0.9,1,1,1
"11796","X819130","BoneMarrow",1,0.5,0,0.4,0
"11797","X819131","BoneMarrow",0,0,1,0.2,0
"11798","X819179","BoneMarrow",0.6,0,1,1,0.8
"11799","X819268","BoneMarrow",0.45,1,1,1,1
"11800","X819277","BoneMarrow",0.9,1,1,1,1
"11801","X819285","BoneMarrow",0,0,1,1,1
"11802","X81930","BoneMarrow",1,1,0.5,1,0.2
"11803","X819345","BoneMarrow",0,0,1,1,1
"11804","X819368","BoneMarrow",0,0,1,1,1
